#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score
918	NM_001002678	chr1	+	43689152	43693943	43689331	43692794	2	43689152,43692598,	43689402,43693943,	0
919	NM_001039640	chr1	+	43838989	43865130	43839439	43863752	11	43838989,43843340,43845206,43845749,43847466,43847940,43848117,43852744,43854386,43857599,43863538,	43839594,43843462,43845364,43845922,43847569,43848032,43848244,43852862,43854499,43858459,43865130,	0
919	NM_203479	chr1	+	43789773	43792245	43789876	43792160	3	43789773,43790655,43791068,	43789934,43790882,43792245,	0
919	NM_001003416	chr1	+	43881065	43890183	43881159	43889883	6	43881065,43883302,43883543,43885697,43885880,43889817,	43881367,43883425,43883677,43885794,43885975,43890183,	0
919	NM_001002113	chr1	-	43869273	43880634	43870423	43880556	9	43869273,43869412,43874075,43874295,43874873,43876770,43878434,43879116,43880367,	43869284,43870603,43874205,43874361,43874980,43876847,43878548,43879177,43880634,	0
920	NM_001256200	chr1	-	44005750	44009632	44005873	44009506	5	44005750,44006001,44008226,44008457,44009481,	44005898,44006113,44008316,44008559,44009632,	0
921	NM_213139	chr1	+	44113060	44121764	44114888	44120910	7	44113060,44114874,44115033,44117366,44117570,44118121,44120778,	44113088,44114931,44115099,44117456,44117743,44118250,44121764,	0
921	NM_001308827	chr1	+	44125016	44134435	44125289	44132952	11	44125016,44127050,44127208,44127404,44127574,44127721,44127942,44130909,44131852,44132874,44133830,	44125319,44127125,44127308,44127479,44127645,44127830,44128016,44131044,44131963,44132960,44134435,	0
921	NM_001145608	chr1	+	44066353	44068751	44066387	44068651	6	44066353,44066513,44067599,44068058,44068290,44068556,	44066390,44066586,44067742,44068199,44068405,44068751,	0
921	NM_001145609	chr1	+	44079545	44082255	44079570	44082044	6	44079545,44079698,44081194,44081445,44081678,44081949,	44079573,44079771,44081337,44081586,44081793,44082255,	0
921	NM_001081692	chr1	+	44137402	44168668	44137608	44167753	22	44137402,44145628,44145855,44146035,44146160,44146429,44146748,44147748,44148122,44151152,44151368,44151795,44153672,44154004,44157142,44157484,44157996,44160357,44162955,44164829,44165053,44167571,	44137650,44145767,44145934,44146082,44146339,44146536,44146842,44147902,44148238,44151279,44151595,44151873,44153924,44154121,44157229,44157643,44158023,44161505,44163119,44164976,44165269,44168668,	0
921	NM_198986	chr1	+	44044850	44057085	44045021	44055565	12	44044850,44045752,44046957,44047957,44048119,44048292,44048474,44051442,44052922,44053099,44055261,44055436,	44045164,44045888,44047029,44048027,44048213,44048370,44048616,44051579,44053016,44053165,44055339,44057085,	0
921	NR_131945	chr1	+	44125016	44134435	44134435	44134435	11	44125016,44127050,44127208,44127404,44127574,44127721,44127942,44130909,44131852,44132686,44133830,	44125319,44127125,44127308,44127479,44127645,44127830,44128016,44131044,44131963,44132960,44134435,	0
922	NM_001145610	chr1	-	44234268	44239527	44234349	44239410	7	44234268,44234966,44235140,44235363,44236148,44236515,44239284,	44234405,44235045,44235257,44235510,44236205,44236626,44239527,	0
922	NM_001145611	chr1	+	44239727	44244921	44240365	44244698	6	44239727,44240335,44240872,44242393,44242534,44244590,	44239782,44240452,44240983,44242450,44242675,44244921,	0
922	NM_001145559	chr1	-	44224122	44227684	44224552	44227346	3	44224122,44225018,44227148,	44224908,44225121,44227684,	0
922	NM_001077785	chr1	+	44248673	44260176	44249374	44258246	5	44248673,44249358,44253893,44255332,44257622,	44248991,44249467,44254065,44255415,44260176,	0
923	NM_001003728	chr1	-	44342463	44348258	44342507	44348234	6	44342463,44342800,44343976,44345627,44347616,44348228,	44342603,44342958,44344123,44345838,44347748,44348258,	0
924	NM_213361	chr1	-	44472117	44476085	44472653	44475426	13	44472117,44472982,44473265,44473433,44473775,44473830,44474123,44474416,44474892,44474939,44475096,44475386,44476003,	44472739,44473149,44473324,44473606,44473822,44473930,44474185,44474886,44474924,44474945,44475131,44475450,44476085,	0
924	NM_001017803	chr1	-	44472117	44476085	44472653	44475426	10	44472117,44472982,44473265,44473433,44473775,44474123,44474416,44475092,44475386,44476003,	44472739,44473149,44473324,44473606,44473930,44474185,44474949,44475131,44475450,44476085,	0
924	NM_001328342	chr1	-	44504616	44513981	44504860	44511985	10	44504616,44506758,44507002,44507411,44507606,44509868,44510081,44510605,44511777,44513906,	44504877,44506906,44507147,44507521,44507738,44509987,44510358,44510733,44511990,44513981,	0
925	NM_001145709	chr1	+	44660094	44674627	44663861	44674371	4	44660094,44663848,44667222,44674061,	44660245,44663982,44667352,44674627,	0
925	NM_001006078	chr1	-	44640833	44649998	44641253	44649968	10	44640833,44643334,44643792,44645258,44645420,44645658,44647468,44649047,44649490,44649909,	44641313,44643415,44643857,44645351,44645541,44645727,44647628,44649120,44649537,44649998,	0
925	NM_001256730	chr1	+	44631772	44638656	44632880	44638403	5	44631772,44632841,44635396,44635577,44638242,	44631860,44632958,44635505,44635718,44638656,	0
927	NM_001077603	chr1	-	44878266	44892612	44878771	44892411	14	44878266,44879367,44881183,44881573,44881928,44882391,44883136,44883782,44884041,44884290,44884878,44885605,44886894,44892351,	44879239,44879402,44881273,44881631,44881963,44883051,44883198,44883844,44884116,44884437,44885057,44886191,44886954,44892612,	0
927	NM_001024418	chr1	-	44926006	44942160	44926007	44939838	10	44926006,44927933,44930190,44930387,44930560,44932328,44935868,44939388,44939600,44941963,	44926143,44927985,44930287,44930483,44930678,44932466,44935950,44939517,44939840,44942160,	0
928	NM_001002482	chr1	+	44971957	44977641	44972303	44977109	3	44971957,44972246,44976812,	44971984,44972573,44977641,	0
928	NM_199615	chr1	-	44958488	44970979	44958962	44970585	13	44958488,44959195,44961255,44961974,44962969,44963414,44963616,44964826,44966312,44970067,44970266,44970527,44970886,	44959106,44959277,44961332,44962009,44963049,44963524,44963691,44964846,44966354,44970181,44970410,44970616,44970979,	0
928	NM_001328165	chr1	+	44979892	45005462	44980095	45005109	15	44979892,44990694,44993163,44993954,44995884,44996060,44996383,44996581,44997860,44998102,45000836,45001051,45002153,45004436,45005072,	44980138,44990936,44993328,44994111,44995969,44996157,44996483,44996688,44998010,44998204,45000959,45001168,45002243,45004567,45005462,	0
928	NM_001089578	chr1	-	45052322	45060215	45053134	45060192	7	45052322,45053495,45056305,45058267,45058451,45059805,45060089,	45053279,45053669,45056488,45058368,45058596,45059989,45060215,	0
929	NM_001190306	chr1	+	45148152	45164383	45148152	45164383	12	45148152,45152870,45156844,45157062,45158513,45159855,45160050,45160245,45161461,45162094,45162307,45164242,	45148276,45152918,45156989,45157129,45158627,45159975,45160158,45160425,45161542,45162237,45162353,45164383,	0
930	NM_001075102	chr1	+	45230903	45232209	45231072	45232191	1	45230903,	45232209,	0
930	NM_001008624	chr1	+	45267110	45329148	45267223	45328093	21	45267110,45277602,45288712,45290348,45292465,45299007,45309789,45309967,45310576,45313221,45314591,45314773,45315017,45318695,45318865,45320267,45323197,45323598,45327620,45327823,45327970,	45267388,45277683,45288797,45290482,45292667,45299096,45309884,45310063,45310699,45313360,45314651,45314920,45315104,45318774,45318999,45320489,45323291,45323688,45327720,45327878,45329148,	0
932	NM_001037662	chr1	+	45503100	45504874	45503335	45504358	1	45503100,	45504874,	0
934	NM_001114709	chr1	-	45809803	45814272	45810688	45812517	9	45809803,45810642,45810890,45811454,45811669,45811904,45812444,45814034,45814218,	45810271,45810706,45811058,45811548,45811807,45811989,45812609,45814078,45814272,	0
934	NM_001007210	chr1	-	45809797	45814251	45809959	45812517	10	45809797,45810642,45810889,45811349,45811473,45811669,45811904,45812444,45814034,45814218,	45810271,45810701,45811048,45811360,45811548,45811807,45812055,45812609,45814078,45814251,	0
934	NM_001007209	chr1	-	45809797	45814251	45809959	45812517	10	45809797,45810642,45810889,45811349,45811473,45811669,45811904,45812444,45814034,45814218,	45810271,45810701,45811048,45811360,45811548,45811807,45811989,45812609,45814078,45814251,	0
935	NM_001007327	chr1	+	45907637	45925634	45915992	45924390	9	45907637,45915961,45918685,45920371,45920658,45921817,45921965,45922122,45924210,	45907846,45916094,45918850,45920490,45920827,45921877,45922031,45922266,45925634,	0
935	NM_199693	chr1	+	45961404	45963290	45961494	45962025	1	45961404,	45963290,	0
935	NM_001005397	chr1	-	45968980	45972765	45969287	45972738	4	45968980,45970086,45972404,45972546,	45969519,45970225,45972474,45972765,	0
935	NM_199991	chr1	-	45944003	45958809	45945033	45956941	12	45944003,45945404,45947865,45948119,45948705,45950824,45951287,45951564,45955364,45956514,45956815,45958707,	45945174,45945535,45948017,45948246,45948896,45950967,45951395,45951723,45955531,45956665,45956963,45958809,	0
935	NM_001007448	chr1	-	45927967	45941670	45928148	45941627	7	45927967,45928440,45930100,45932973,45937850,45939447,45941506,	45928359,45928610,45930150,45933558,45938028,45939548,45941670,	0
936	NR_030003	chr1	-	46031389	46031473	46031473	46031473	1	46031389,	46031473,	0
936	NM_214776	chr1	-	46019414	46027095	46019855	46026973	5	46019414,46021045,46024271,46025377,46026867,	46019953,46021148,46024438,46025494,46027095,	0
936	NR_030007	chr1	-	46031146	46031286	46031286	46031286	1	46031146,	46031286,	0
937	NM_001145586	chr1	-	46197163	46233418	46197163	46233418	11	46197163,46200175,46200349,46203508,46204724,46204946,46205122,46207148,46214825,46227561,46233337,	46197276,46200242,46200486,46203620,46204770,46205032,46205157,46207232,46214930,46227616,46233418,	0
937	NM_213425	chr1	-	46146514	46184229	46147499	46165985	10	46146514,46150429,46151582,46151954,46157311,46160229,46162844,46165807,46167732,46184044,	46147591,46150628,46151658,46152057,46157465,46160391,46163014,46166041,46167796,46184229,	0
937	NM_001278811	chr1	-	46139849	46141537	46140139	46141438	2	46139849,46141138,	46140346,46141537,	0
938	NM_207182	chr1	-	46308512	46380747	46308512	46380716	38	46308512,46308889,46311094,46311260,46313582,46313944,46315750,46316895,46318673,46319658,46321844,46328630,46330521,46330791,46331095,46331289,46333934,46334189,46335379,46335837,46339235,46339584,46340128,46350897,46352612,46353735,46355957,46357687,46360331,46363630,46364052,46365728,46366221,46366389,46368464,46369383,46375572,46380688,	46308661,46309063,46311178,46311343,46313704,46314157,46315918,46316994,46318857,46319765,46321966,46328822,46330645,46330913,46331141,46331456,46334056,46334395,46335551,46336157,46339469,46339681,46340238,46351037,46352700,46353876,46356107,46357950,46360441,46363768,46364116,46365838,46366300,46366506,46368625,46369447,46375668,46380747,	0
939	NM_001002633	chr1	+	46400289	46413981	46400592	46413401	12	46400289,46401567,46402444,46402603,46402732,46404499,46407614,46408239,46410094,46410289,46413093,46413301,	46400655,46401645,46402517,46402648,46402801,46404633,46407726,46408338,46410207,46410395,46413139,46413981,	0
939	NM_001089550	chr1	-	46425561	46430882	46426186	46430838	7	46425561,46426171,46428800,46429013,46429371,46429974,46430774,	46425823,46426207,46428925,46429292,46429664,46430242,46430882,	0
939	NM_001287099	chr1	-	46466341	46470665	46466341	46470665	8	46466341,46466618,46467057,46467493,46467760,46468115,46469380,46470601,	46466409,46466666,46467099,46467619,46468045,46468403,46469653,46470665,	0
939	NM_001110118	chr1	-	46464191	46470764	46465218	46470665	9	46464191,46466341,46466618,46467057,46467493,46467760,46468115,46469380,46470601,	46465221,46466409,46466666,46467099,46467619,46468045,46468403,46469653,46470764,	0
939	NM_001287097	chr1	-	46434415	46443971	46434415	46443971	8	46434415,46435928,46436630,46438257,46438746,46440728,46443255,46443907,	46434483,46435991,46436657,46438380,46439031,46441016,46443528,46443971,	0
939	NM_001045563	chr1	-	46428800	46430909	46428886	46430838	5	46428800,46428978,46429371,46429966,46430774,	46428925,46429292,46429659,46430242,46430909,	0
939	NM_001045562	chr1	-	46415127	46423018	46415387	46422775	10	46415127,46415613,46417376,46417873,46418034,46419938,46422186,46422362,46422503,46422699,	46415519,46415737,46417457,46417955,46418209,46420368,46422275,46422400,46422599,46423018,	0
939	NM_001083545	chr1	-	46449555	46460546	46451692	46460506	8	46449555,46451647,46451920,46452931,46453157,46453512,46454298,46460442,	46450550,46451712,46451968,46453048,46453442,46453800,46454571,46460546,	0
939	NM_194406	chr1	+	46474609	46481945	46474781	46479017	4	46474609,46474779,46477113,46478580,	46474663,46475067,46477221,46481945,	0
939	NM_001003579	chr1	+	46487296	46496636	46487441	46496636	6	46487296,46490337,46490572,46493260,46493595,46496509,	46487477,46490410,46490705,46493485,46493733,46496636,	0
941	NM_001005604	chr1	+	46700237	46717745	46700257	46717734	8	46700237,46706878,46712356,46712606,46713462,46713670,46716247,46716616,	46700310,46707213,46712467,46712760,46713562,46715945,46716529,46717745,	0
941	NM_001034988	chr1	-	46723502	46740221	46724495	46725608	2	46723502,46739543,	46725624,46740221,	0
941	NM_131809	chr1	+	46754901	46757617	46755317	46756493	2	46754901,46755302,	46754942,46757617,	0
942	NM_001145622	chr1	+	46794871	46801729	46795060	46801729	4	46794871,46798627,46798839,46801535,	46795515,46798756,46799117,46801729,	0
942	NM_200389	chr1	+	46808680	46822252	46808821	46822030	9	46808680,46812370,46812552,46813667,46813969,46815703,46819504,46819903,46821872,	46808957,46812466,46812630,46813835,46814090,46815854,46819630,46819976,46822252,	0
955	NM_001115060	chr1	-	48578148	48581339	48578332	48581303	4	48578148,48579043,48580965,48581236,	48578384,48579142,48581092,48581339,	0
956	NM_131260	chr1	+	48708514	48710887	48708568	48710332	2	48708514,48709928,	48708938,48710887,	0
956	NM_001326552	chr1	-	48713303	48717580	48713525	48717471	4	48713303,48714162,48717425,48717563,	48713629,48714312,48717484,48717580,	0
957	NM_001037431	chr1	+	48770896	48787727	48770928	48787326	12	48770896,48773646,48775503,48776163,48778719,48778931,48780034,48781229,48783539,48785437,48787108,48787477,	48771328,48773872,48775819,48776327,48778855,48779052,48780164,48781394,48783717,48785615,48787459,48787727,	0
957	NM_001114727	chr1	-	48836782	48853118	48839677	48853031	7	48836782,48838167,48840977,48843526,48845372,48847907,48853006,	48838121,48839801,48841060,48843568,48845415,48848058,48853118,	0
957	NM_001327992	chr1	-	48869803	48876987	48869907	48876874	8	48869803,48870117,48870330,48870530,48871548,48873492,48873698,48876352,	48870044,48870194,48870419,48870657,48871723,48873599,48873811,48876987,	0
957	NM_001145631	chr1	-	48880675	48886195	48880784	48886118	24	48880675,48881074,48881261,48881659,48881815,48881965,48882212,48882429,48882658,48882812,48882994,48883145,48883385,48883649,48883833,48884217,48884415,48884569,48884823,48885026,48885226,48885520,48885672,48885913,	48880999,48881174,48881445,48881718,48881882,48882132,48882353,48882579,48882727,48882908,48883063,48883306,48883563,48883755,48883893,48884336,48884483,48884697,48884954,48885118,48885448,48885597,48885787,48886195,	0
957	NM_001089368	chr1	+	48790617	48836747	48793025	48836537	36	48790617,48793011,48793557,48794308,48795118,48798195,48798432,48799508,48800786,48803080,48803925,48804085,48806691,48808781,48808997,48809439,48813127,48813436,48816160,48816364,48819744,48820436,48820601,48821695,48822457,48822761,48826557,48827803,48829208,48829470,48830483,48831205,48832884,48833798,48834035,48836365,	48790708,48793118,48793692,48794476,48795280,48798304,48798608,48799616,48800996,48803205,48803986,48804232,48806943,48808907,48809195,48809610,48813341,48813589,48816273,48816834,48819807,48820515,48820691,48821801,48822635,48822818,48826680,48827926,48829380,48829683,48830627,48831456,48833053,48833952,48834201,48836747,	0
957	NM_001327993	chr1	-	48869803	48876987	48869907	48876371	8	48869803,48870117,48870330,48870530,48871548,48873492,48873698,48876317,	48870044,48870194,48870419,48870657,48871723,48873599,48873811,48876987,	0
957	NM_001200033	chr1	-	48787727	48790471	48787914	48789727	4	48787727,48787908,48789640,48790387,	48787816,48788004,48789743,48790471,	0
958	NM_001145565	chr1	+	48923914	48961434	48929432	48961092	52	48923914,48929419,48930228,48930504,48932819,48935118,48936459,48936618,48936915,48937129,48939459,48939596,48940159,48940304,48941865,48942029,48942206,48943065,48943862,48944012,48945402,48945637,48947472,48948651,48949723,48949897,48950009,48950137,48952413,48952526,48952681,48952825,48953534,48953659,48953841,48953965,48954107,48954272,48954840,48954993,48955115,48955232,48955773,48957337,48957935,48959755,48960047,48960258,48960413,48960700,48960891,48961042,	48924077,48929496,48930285,48930642,48933287,48935161,48936494,48936666,48937050,48937228,48939510,48939668,48940213,48940469,48941946,48942068,48942338,48943269,48943913,48944039,48945429,48945700,48947577,48948714,48949813,48949933,48950045,48950200,48952449,48952598,48952708,48952861,48953570,48953743,48953877,48954031,48954185,48954344,48954900,48955020,48955148,48955349,48955821,48957463,48958049,48959875,48960188,48960327,48960623,48960751,48960963,48961434,	0
958	NM_001328385	chr1	-	48962097	49004702	48964683	49004048	19	48962097,48966948,48967145,48969375,48970066,48972490,48975629,48978505,48981193,48981873,48983232,48985636,48988939,48990896,48991171,48992761,48994811,48999734,49003898,	48964830,48967062,48967271,48969567,48970191,48972620,48975809,48978629,48981324,48982127,48983632,48985759,48989021,48991091,48991244,48992911,48994860,48999899,49004702,	0
958	NM_001145702	chr1	-	48902624	48913803	48902643	48913746	24	48902624,48902942,48903114,48904041,48904182,48904342,48904590,48904827,48905076,48905218,48905407,48905559,48907555,48907977,48908150,48910225,48910419,48910581,48910805,48911008,48911208,48911502,48911651,48913532,	48902858,48903042,48903298,48904100,48904246,48904509,48904731,48904977,48905145,48905296,48905482,48905720,48907745,48908053,48908210,48910344,48910490,48910709,48910936,48911100,48911430,48911579,48911766,48913803,	0
960	NM_131426	chr1	+	49170724	49259659	49171115	49242673	11	49170724,49172775,49176813,49225732,49233779,49234086,49236372,49237112,49241621,49242638,49258380,	49171322,49172842,49176941,49225865,49233873,49234200,49236535,49237220,49241670,49242679,49259659,	0
960	NM_001003515	chr1	-	49265845	49275041	49266135	49275013	8	49265845,49266336,49268816,49268964,49269157,49271304,49271735,49274896,	49266254,49266453,49268889,49269054,49269284,49271462,49271864,49275041,	0
961	NM_001145563	chr1	-	49290313	49303464	49290313	49301151	6	49290313,49293433,49296703,49297078,49300720,49303357,	49290499,49293600,49296857,49297196,49301273,49303464,	0
962	NM_001145580	chr1	+	49441613	49543757	49441813	49543757	13	49441613,49467821,49482330,49488092,49514992,49520857,49527268,49528897,49534770,49539931,49540631,49541378,49543646,	49441881,49467922,49482381,49488185,49515112,49520977,49527403,49529020,49535217,49540021,49540730,49541638,49543757,	0
963	NM_001045851	chr1	+	49650152	49675828	49650259	49675737	7	49650152,49655302,49658002,49660110,49667229,49673765,49675570,	49650261,49655436,49658116,49660266,49667435,49673934,49675828,	0
963	NM_001080637	chr1	-	49554973	49647440	49554973	49647440	25	49554973,49555532,49561960,49577182,49602063,49603806,49613148,49613705,49613882,49617410,49617799,49619688,49621118,49621357,49622581,49622764,49626311,49628371,49629276,49629437,49630360,49630980,49632609,49641058,49647247,	49555084,49555692,49562136,49577358,49602225,49603843,49613234,49613789,49613933,49617537,49617862,49619787,49621248,49621407,49622681,49622903,49626460,49628433,49629338,49629498,49630502,49631054,49632724,49641131,49647440,	0
964	NM_001111209	chr1	-	49748889	49794421	49749186	49794093	4	49748889,49770831,49771059,49793895,	49749437,49770963,49771210,49794421,	0
965	NM_001128699	chr1	-	49843759	49884138	49844124	49884001	12	49843759,49852676,49858790,49859376,49872204,49876091,49877732,49877945,49880063,49880699,49882674,49883941,	49844263,49852908,49859057,49859512,49872410,49876203,49877846,49878064,49880202,49880935,49882789,49884138,	0
965	NM_001002310	chr1	+	49895012	49913202	49895428	49912999	14	49895012,49897353,49898217,49899927,49900269,49901791,49902109,49902357,49904635,49904857,49907501,49910458,49910701,49912765,	49895831,49897467,49898351,49900178,49900494,49902020,49902280,49902539,49904756,49905078,49907619,49910622,49910849,49913202,	0
966	NM_001145624	chr1	+	49995589	50047712	49998621	50047356	25	49995589,49998522,50003028,50007915,50008079,50009746,50012717,50013224,50016009,50016446,50018377,50023062,50024656,50024958,50026934,50028701,50028824,50029569,50029818,50032244,50039045,50041563,50044534,50044811,50047147,	49995686,49998847,50003188,50007992,50008301,50009838,50012848,50013379,50016083,50016571,50018437,50023174,50024846,50025122,50027048,50028725,50028914,50029740,50029962,50032411,50039109,50041646,50044718,50044914,50047712,	0
966	NM_001327744	chr1	-	49949884	49967205	49952015	49964789	7	49949884,49952831,49954379,49954929,49961349,49964349,49967084,	49952147,49952966,49954524,49955095,49961450,49964878,49967205,	0
967	NM_001099240	chr1	-	50150868	50194361	50152344	50194307	20	50150868,50152575,50155810,50156046,50159300,50161544,50164538,50165986,50167194,50169282,50169640,50175609,50180480,50181441,50181743,50185265,50187522,50189458,50192044,50194180,	50152493,50152800,50155951,50156265,50159484,50161708,50164816,50166084,50167304,50169468,50169877,50175750,50180702,50181636,50181870,50185363,50187663,50189552,50192181,50194361,	0
968	NM_131215	chr1	+	50277466	50286158	50280313	50285812	4	50277466,50280292,50280866,50285044,	50277711,50280410,50281018,50286158,	0
969	NM_001017703	chr1	+	50422983	50429310	50423031	50429090	5	50422983,50426010,50426794,50427561,50429026,	50423306,50426174,50426896,50427712,50429310,	0
969	NM_131514	chr1	-	50405189	50418576	50405545	50414971	11	50405189,50408368,50409473,50409957,50410105,50411922,50412274,50412882,50414269,50414839,50418471,	50405701,50408484,50409593,50410008,50410204,50412143,50412342,50413024,50414490,50414980,50418576,	0
969	NM_212915	chr1	-	50377476	50395038	50378013	50394920	17	50377476,50380041,50380173,50380331,50380572,50380975,50381147,50382973,50385548,50385711,50386706,50387400,50387623,50389889,50391580,50392396,50394613,	50378139,50380082,50380244,50380411,50380615,50381055,50381239,50383049,50385620,50385786,50386800,50387540,50387790,50389970,50391664,50392480,50395038,	0
969	NM_001145557	chr1	+	50353356	50371828	50353587	50371766	10	50353356,50356349,50359006,50363798,50366548,50368802,50369255,50371138,50371463,50371658,	50353603,50356477,50359114,50363984,50366682,50369100,50369453,50371381,50371568,50371828,	0
969	NM_001316925	chr1	+	50333223	50347090	50333337	50346842	9	50333223,50333899,50336075,50339967,50341277,50342275,50343660,50343907,50346656,	50333340,50333998,50336172,50340143,50341400,50342452,50343774,50343997,50347090,	0
969	NM_199947	chr1	+	50333223	50347090	50333337	50346779	9	50333223,50333899,50336075,50339967,50341277,50342275,50343660,50343907,50346656,	50333340,50333998,50336172,50340143,50341400,50342452,50343774,50343997,50347090,	0
969	NR_130111	chr1	+	50395758	50398533	50398533	50398533	6	50395758,50396501,50396617,50397432,50397917,50398318,	50395846,50396542,50396665,50397581,50398010,50398533,	0
969	NM_001002438	chr1	+	50395758	50398533	50395836	50398391	5	50395758,50396501,50396617,50397432,50398318,	50395846,50396542,50396665,50397581,50398533,	0
970	NM_001145581	chr1	+	50547251	50553802	50548312	50553259	5	50547251,50548257,50549841,50550860,50552226,	50547342,50548455,50549932,50550979,50553802,	0
970	NM_199745	chr1	-	50559184	50576166	50559324	50574437	14	50559184,50559990,50560663,50563402,50563918,50566630,50567200,50567498,50568955,50571416,50571605,50573149,50573977,50576088,	50559630,50560143,50560752,50563499,50564043,50566798,50567351,50567613,50569108,50571526,50571719,50573382,50574460,50576166,	0
970	NM_001082894	chr1	+	50577538	50585657	50577622	50585509	11	50577538,50577869,50581013,50581288,50581865,50582046,50582604,50584152,50584282,50585196,50585428,	50577784,50577910,50581077,50581336,50581969,50582086,50582802,50584213,50584366,50585279,50585657,	0
972	NM_213499	chr1	+	50763720	50781200	50763760	50780754	9	50763720,50769495,50773149,50773726,50775202,50775920,50777350,50777996,50780583,	50763808,50769606,50773365,50773799,50775339,50776070,50777496,50778129,50781200,	0
973	NM_001004553	chr1	-	50913993	50947565	50916014	50947380	6	50913993,50918847,50921602,50923542,50933313,50947377,	50916062,50919032,50921662,50923719,50933353,50947565,	0
973	NM_001328024	chr1	-	50964394	50971677	50965217	50971303	4	50964394,50968515,50971213,50971599,	50965379,50968728,50971328,50971677,	0
973	NM_001328024	chr1	-	50973865	50981184	50974688	50980810	4	50973865,50977985,50980720,50981106,	50974850,50978198,50980835,50981184,	0
973	NM_001328023	chr1	-	50964394	50971677	50965217	50971303	4	50964394,50968515,50971213,50971599,	50965379,50968728,50971341,50971677,	0
973	NM_001328025	chr1	-	50973865	50981184	50974833	50980810	5	50973865,50977043,50977985,50980720,50981106,	50974850,50977071,50978198,50980856,50981184,	0
973	NM_001111157	chr1	+	50893450	50902118	50893548	50901734	6	50893450,50894777,50895701,50895880,50898643,50901612,	50893666,50894912,50895775,50895990,50900031,50902118,	0
973	NM_001328025	chr1	-	50964394	50971677	50965362	50971303	5	50964394,50967573,50968515,50971213,50971599,	50965379,50967601,50968728,50971349,50971677,	0
973	NM_001328023	chr1	-	50973865	50981184	50974688	50980810	4	50973865,50977985,50980720,50981106,	50974850,50978198,50980848,50981184,	0
973	NM_001328021	chr1	-	50964394	50971677	50965217	50971303	4	50964394,50968515,50971213,50971599,	50965379,50968728,50971349,50971677,	0
973	NM_001328021	chr1	-	50973865	50981184	50974688	50980810	4	50973865,50977985,50980720,50981106,	50974850,50978198,50980856,50981184,	0
973	NM_001003607	chr1	-	50950085	50962717	50950928	50962666	3	50950085,50960994,50962487,	50951093,50961139,50962717,	0
974	NM_001256190	chr1	-	51067720	51075976	51067976	51075654	7	51067720,51069062,51069261,51069417,51075098,51075590,51075873,	51068136,51069151,51069303,51069552,51075271,51075680,51075976,	0
974	NM_213556	chr1	-	51098614	51100144	51098963	51099941	1	51098614,	51100144,	0
974	NM_200226	chr1	-	51078507	51086263	51078663	51084739	9	51078507,51078993,51081095,51081880,51082093,51083879,51084461,51084612,51086052,	51078823,51079117,51081183,51082018,51082181,51084006,51084533,51084741,51086263,	0
974	NM_001173406	chr1	-	51038663	51050577	51038894	51050327	2	51038663,51049875,	51039600,51050577,	0
974	NM_001002468	chr1	+	51087486	51095502	51088720	51095187	6	51087486,51088699,51089011,51092132,51092953,51095104,	51087578,51088823,51089165,51092255,51093084,51095502,	0
975	NM_212969	chr1	+	51192681	51194914	51192793	51194477	3	51192681,51194201,51194806,	51193249,51194790,51194914,	0
977	NM_201021	chr1	+	51496087	51503188	51496414	51501162	3	51496087,51500704,51500990,	51496513,51500874,51503188,	0
977	NM_001003739	chr1	-	51476899	51494300	51477293	51494125	9	51476899,51479048,51481682,51482814,51482965,51484730,51487136,51490006,51494059,	51477407,51479222,51481813,51482890,51483093,51484777,51487327,51490168,51494300,	0
978	NM_001145597	chr1	-	51544790	51567154	51544862	51564323	5	51544790,51547871,51549294,51564086,51567032,	51545053,51547996,51549413,51564323,51567154,	0
978	NM_001145598	chr1	-	51580769	51588864	51580769	51588718	7	51580769,51581416,51583390,51586075,51586703,51586857,51588658,	51580982,51581563,51583507,51586213,51586770,51586979,51588864,	0
978	NM_001089414	chr1	-	51568889	51576421	51569434	51576349	4	51568889,51572139,51574587,51576331,	51569688,51572363,51574775,51576421,	0
980	NM_001128804	chr1	-	51811925	51812624	51812020	51812576	2	51811925,51812549,	51812404,51812624,	0
980	NM_001017547	chr1	+	51827394	51844005	51827405	51843719	17	51827394,51830291,51830565,51831834,51831989,51832870,51833565,51834970,51835173,51835304,51836865,51837026,51839185,51839529,51841081,51843470,51843779,	51827462,51830461,51830716,51831895,51832084,51833051,51833624,51835092,51835214,51835417,51836940,51837116,51839299,51839661,51841327,51843748,51844005,	0
980	NM_001161597	chr1	+	51846593	51852257	51848104	51851453	5	51846593,51847903,51848610,51850380,51851232,	51846623,51848399,51848718,51850518,51852257,	0
980	NM_001145361	chr1	-	51864673	51870541	51864984	51870342	7	51864673,51866218,51866407,51866599,51867028,51868852,51870309,	51865191,51866331,51866515,51866693,51867224,51869088,51870541,	0
980	NM_001145359	chr1	-	51817271	51826584	51817491	51826444	4	51817271,51820335,51821140,51825935,	51817629,51820410,51821270,51826584,	0
980	NM_001256635	chr1	+	51883437	51901092	51883437	51901092	5	51883437,51888402,51889024,51900035,51900809,	51883805,51888591,51889175,51900232,51901092,	0
